"ID","Fecha","Nombre","Codigo","Producto","Cantidad","Totalventas"
"2986","2014-11-28","Alejandro Soto Vásquez","B016381QZA","Samsung Galaxy J7","2","4033.00"
"2987","2014-11-28","Valentina Vega Ruiz","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"2988","2014-11-28","Andrés Gómez Paredes","B01EYT1URO","Apple iPhone 6","3","3937.50"
"2989","2014-11-28","Gabriela Huamán Castro","B01KBH547A","BLU Studio X8","3","3036.00"
"2990","2014-11-28","Eduardo Torres López","B00J0O5J4Y","Xiaomi Redmi Note 9","2","3366.00"
"2991","2014-11-28","Carla Medina Vargas","B00NQGP42Y","Moto G Plus","3","7128.00"
"2992","2014-11-28","Ricardo García Huerta","B01KBH547A","BLU Studio X8","4","4048.00"
"2993","2014-11-28","Laura Chávez Castro","B01DZJFWNC","Samsung Galaxy S69","2","1996.80"
"2994","2014-11-28","Carlos González Ruiz","B01DZJFWNC","Samsung Galaxy S69","3","2995.20"
"2995","2014-11-28","Silvia Castro López","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"2996","2014-11-28","Juan Carlos Rodríguez Medina","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"2997","2014-11-28","Luisa Fernández Vargas","B018IZ0SWI","BLU Advance 5.0","23","37260.00"
"2998","2014-11-28","José Morales Huamán","B00K15Q2B0","Samsung Galaxy S5","5","10836.00"
"2999","2014-11-28","Ana Paula Rojas Torres","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"3000","2014-11-28","Miguel Ángel Vega López","B00NQGP42Y","Moto G Plus","4","9504.00"
"3001","2014-11-28","Carla García Castro","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3002","2014-11-28","Eduardo Castro Ruiz","B00NQGP42Y","Moto G Plus","4","9504.00"
"3003","2014-11-28","Gabriela Ramírez Vargas","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"3004","2014-11-28","Ricardo Gómez Medina","B015YCRYZM","ASUS ZenFone 3","2","4026.00"
"3005","2014-11-28","Laura Flores Salazar","B01EYT1URO","Apple iPhone 6","3","3937.50"
"3006","2014-11-28","Juan Carlos Rodríguez Delgado","B00NQGP42Y","Moto G Plus","1","2376.00"
"3007","2014-11-28","Luisa García Vásquez","B018IZ0SWI","BLU Advance 5.0","24","38880.00"
"3008","2014-11-28","Ana María Castro Salinas","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"3009","2014-11-29","Ana María Castro Chávez","B01DZJFWNC","Samsung Galaxy S69","3","2995.20"
"3010","2014-11-29","Laura Flores Guzmán","B00J0O5J4Y","Xiaomi Redmi Note 9","2","3366.00"
"3011","2014-11-29","Carlos González Medina","B00F3J4B5S","Samsung Galaxy A20","4","6900.00"
"3012","2014-11-29","Miguel Ángel Vega Torres","B00NQGP42Y","Moto G Plus","3","7128.00"
"3013","2014-11-29","Rafaela Cáceres Castro","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"3014","2014-11-29","Carla Fernández Mendoza","B01EYT1URO","Apple iPhone 6","2","2625.00"
"3015","2014-11-29","Adrián Vega Ruiz","B01DZJFWNC","Samsung Galaxy S69","2","1996.80"
"3016","2014-11-29","Diego Morales Castro","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"3017","2014-11-29","Ricardo Gómez Vargas","B00NQGP42Y","Moto G Plus","4","9504.00"
"3018","2014-11-29","Silvia Ramírez Rivera","B01KBH547A","BLU Studio X8","3","3036.00"
"3019","2014-11-29","Eduardo Cáceres Salazar","B01KBH547A","BLU Studio X8","1","1012.00"
"3020","2014-11-29","Juan Carlos Rodríguez Huamán","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"3021","2014-11-29","Gabriela Rojas Huerta","B00NQGP42Y","Moto G Plus","3","7128.00"
"3022","2014-11-29","Verónica Quispe Rodríguez","B01LQV1YHO","Huawei Nexus 6P","1","1624.00"
"3023","2014-11-29","Julio Vargas López","B00NQGP42Y","Moto G Plus","3","7128.00"
"3024","2014-11-29","Valentina Torres Vega","B01KBH547A","BLU Studio X8","3","3036.00"
"3025","2014-11-29","Mariana Ruiz Cruz","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3026","2014-11-29","Luis Torres Medina","B01KBH547A","BLU Studio X8","1","1012.00"
"3027","2014-11-29","Andrés Ramos Silva","B00NQGP42Y","Moto G Plus","2","4752.00"
"3028","2014-11-29","Ana Paula Sánchez Vargas","B01KBH547A","BLU Studio X8","2","2024.00"
"3029","2014-11-29","Alejandro Ortega Salinas","B01KBH547A","BLU Studio X8","2","2024.00"
"3030","2014-11-29","Sofía Castro Valdez","B01DZJFWNC","Samsung Galaxy S69","1","998.40"
"3031","2014-11-29","Lucía Pérez Guerra","B00NQGP42Y","Moto G Plus","2","4752.00"
"3032","2014-11-29","Sebastián Salazar Peña","B01DZJFWNC","Samsung Galaxy S69","2","1996.80"
"3033","2014-11-29","Carolina Espinoza Ramírez","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3034","2014-11-29","Manuel Rojas Cárdenas","B01KBH547A","BLU Studio X8","2","2024.00"
"3035","2014-11-29","Gabriela Navarro Gómez","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"3036","2014-11-29","Andrés Soto Paredes","B00NQGP42Y","Moto G Plus","2","4752.00"
"3037","2014-11-29","Víctor García Soto","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"3038","2014-11-29","Camila Paredes Delgado","B00NQGP42Y","Moto G Plus","3","7128.00"
"3039","2014-11-29","Valeria Tapia Castro","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3040","2014-11-29","Eduardo Morales Sánchez","B00J0O5J4Y","Xiaomi Redmi Note 9","2","3366.00"
"3041","2014-11-29","María Fernández Vásquez","B01EYT1URO","Apple iPhone 6","3","3937.50"
"3042","2014-11-29","Jorge Huamán Flores","B018IZ0SWI","BLU Advance 5.0","1","1620.00"
"3043","2014-11-29","Daniela Chávez Paredes","B01KBH547A","BLU Studio X8","3","3036.00"
"3044","2014-11-29","José López Ramírez","B016381QZA","Samsung Galaxy J7","3","6049.50"
"3045","2014-11-29","Ana María Vargas Vega","B01KBH547A","BLU Studio X8","3","3036.00"
"3046","2014-11-29","Carlos Rivera Castro","B01KBH547A","BLU Studio X8","1","1012.00"
"3047","2014-11-29","Brenda Torres Sánchez","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"3048","2014-11-29","Luis González López","B01KBH547A","BLU Studio X8","2","2024.00"
"3049","2014-11-29","Patricia Medina Vargas","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3050","2014-11-29","Miguel García Huamán","B016381QZA","Samsung Galaxy J7","4","8066.00"
"3051","2014-11-29","Adriana Rodríguez Silva","B016381QZA","Samsung Galaxy J7","1","2016.50"
"3052","2014-11-29","Juan Pérez Torres","B01DZJFWNC","Samsung Galaxy S69","1","998.40"
"3053","2014-11-29","Sofía Castro Salinas","B01EYT1URO","Apple iPhone 6","2","2625.00"
"3054","2014-11-29","Diego Morales López","B00NQGP42Y","Moto G Plus","1","2376.00"
"3055","2014-11-29","Mariana Rojas Medina","B00NQGP42Y","Moto G Plus","2","4752.00"
"3056","2014-11-29","Alejandro Soto Vásquez","B00NQGP42Y","Moto G Plus","1","2376.00"
"3057","2014-11-29","Valentina Vega Ruiz","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"3058","2014-11-29","Andrés Gómez Paredes","B00J0O5J4Y","Xiaomi Redmi Note 9","1","1683.00"
"3059","2014-11-30","Gabriela Huamán Castro","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"3060","2014-11-30","Eduardo Torres López","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"3061","2014-11-30","Carla Medina Vargas","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3062","2014-11-30","Ricardo García Huerta","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"3063","2014-11-30","Laura Chávez Castro","B01DZJFWNC","Samsung Galaxy S69","4","3993.60"
"3064","2014-11-30","Carlos González Ruiz","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3065","2014-11-30","Silvia Castro López","B00J0O5J4Y","Xiaomi Redmi Note 9","11","18513.00"
"3066","2014-11-30","Juan Carlos Rodríguez Medina","B016381QZA","Samsung Galaxy J7","1","2016.50"
"3067","2014-11-30","Luisa Fernández Vargas","B018IZ0SWI","BLU Advance 5.0","1","1620.00"
"3068","2014-11-30","José Morales Huamán","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3069","2014-11-30","Ana Paula Rojas Torres","B00NQGP42Y","Moto G Plus","21","49896.00"
"3070","2014-11-30","Miguel Ángel Vega López","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"3071","2014-11-30","Carla García Castro","B01KBH547A","BLU Studio X8","4","4048.00"
"3072","2014-11-30","Eduardo Castro Ruiz","B016B7INC2","ALCATEL OneTouch","1","1020.00"
"3073","2014-11-30","Gabriela Ramírez Vargas","B01DZJFWNC","Samsung Galaxy S69","4","3993.60"
"3074","2014-11-30","Ricardo Gómez Medina","B016381QZA","Samsung Galaxy J7","3","6049.50"
"3075","2014-11-30","Laura Flores Salazar","B00K15Q2B0","Samsung Galaxy S5","21","45511.20"
"3076","2014-11-30","Juan Carlos Rodríguez Delgado","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"3077","2014-11-30","Luisa García Vásquez","B016B7INC2","ALCATEL OneTouch","2","2040.00"
"3078","2014-11-30","Ana María Castro Salinas","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"3079","2014-11-30","Ana María Castro Chávez","B00NQGP42Y","Moto G Plus","15","35640.00"
"3080","2014-11-30","Laura Flores Guzmán","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"3081","2014-11-30","Carlos González Medina","B01KBH547A","BLU Studio X8","1","1012.00"
"3082","2014-11-30","Miguel Ángel Vega Torres","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3083","2014-11-30","Rafaela Cáceres Castro","B00F3J4B5S","Samsung Galaxy A20","11","18975.00"
"3084","2014-11-30","Carla Fernández Mendoza","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"3085","2014-11-30","Adrián Vega Ruiz","B00J0O5J4Y","Xiaomi Redmi Note 9","3","5049.00"
"3086","2014-11-30","Diego Morales Castro","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3087","2014-11-30","Ricardo Gómez Vargas","B01EYT1URO","Apple iPhone 6","1","1312.50"
"3088","2014-11-30","Luisa García López","B01KBH547A","BLU Studio X8","1","1012.00"
"3089","2014-11-30","Juan Carlos Rodríguez Huamán","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"3090","2014-11-30","Ana María Castro Chávez","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3091","2014-11-30","Miguel Ángel Vega Torres","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3092","2014-11-30","Carla Fernández Mendoza","B015YCRYZM","ASUS ZenFone 3","3","6039.00"
"3093","2014-11-30","Ricardo Gómez Vargas","B018IZ0SWI","BLU Advance 5.0","1","1620.00"
"3094","2014-11-30","Silvia Ramírez Rivera","B01DZJFWNC","Samsung Galaxy S69","1","998.40"
"3095","2014-11-30","Diego Morales Castro","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"3096","2014-11-30","Gabriela Rojas Huerta","B01DZJFWNC","Samsung Galaxy S69","3","2995.20"
"3097","2014-11-30","Eduardo Cáceres Salazar","B016381QZA","Samsung Galaxy J7","2","4033.00"
"3098","2014-11-30","Verónica Quispe Rodríguez","B015YCRYZM","ASUS ZenFone 3","3","6039.00"
"3099","2014-11-30","Carlos González Medina","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3100","2014-11-30","Laura Flores Guzmán","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3101","2014-11-30","Julio Vargas López","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"3102","2014-11-30","Valentina Torres Vega","B01EYT1URO","Apple iPhone 6","1","1312.50"
"3103","2014-11-30","Andrés Ramos Silva","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"3104","2014-11-30","Mariana Ruiz Cruz","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3105","2014-11-30","Luis Torres Medina","B015YCRYZM","ASUS ZenFone 3","2","4026.00"
"3106","2014-11-30","Ana Paula Sánchez Vargas","B01LQV1YHO","Huawei Nexus 6P","1","1624.00"
"3107","2014-11-30","Rafaela Cáceres Castro","B01KBH547A","BLU Studio X8","3","3036.00"
"3108","2014-11-30","Alejandro Ortega Salinas","B01KBH547A","BLU Studio X8","1","1012.00"
"3109","2014-11-30","Camila Paredes Delgado","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"3110","2014-11-30","Víctor García Soto","B00F3J4B5S","Samsung Galaxy A20","20","34500.00"
"3111","2014-11-30","Sofía Castro Valdez","B01EYT1URO","Apple iPhone 6","1","1312.50"
"3112","2014-11-30","Adrián Vega Ruiz","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"3113","2014-11-30","Lucía Pérez Guerra","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"3114","2014-11-30","Sebastián Salazar Peña","B015YCRYZM","ASUS ZenFone 3","2","4026.00"
"3115","2014-11-30","Carolina Espinoza Ramírez","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"3116","2014-11-30","Manuel Rojas Cárdenas","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"3117","2014-11-30","Gabriela Navarro Gómez","B00K15Q2B0","Samsung Galaxy S5","22","47678.40"
"3118","2014-11-30","Andrés Soto Paredes","B01LQV1YHO","Huawei Nexus 6P","1","1624.00"
"3119","2014-11-30","Valeria Tapia Castro","B01KBH547A","BLU Studio X8","1","1012.00"
"3120","2014-11-30","Eduardo Morales Sánchez","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"3121","2014-11-30","María Fernández Vásquez","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"3122","2014-11-30","Jorge Huamán Flores","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3123","2014-11-30","Daniela Chávez Paredes","B01LQV1YHO","Huawei Nexus 6P","3","4872.00"
"3124","2014-11-30","José López Ramírez","B018IZ0SWI","BLU Advance 5.0","1","1620.00"
"3125","2014-11-30","Ana María Vargas Vega","B01KBH547A","BLU Studio X8","4","4048.00"
"3126","2014-11-30","Carlos Rivera Castro","B018IZ0SWI","BLU Advance 5.0","1","1620.00"
"3127","2014-11-30","Brenda Torres Sánchez","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"3128","2014-11-30","Luis González López","B01KBH547A","BLU Studio X8","1","1012.00"
"3129","2014-11-30","Patricia Medina Vargas","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"3130","2014-11-30","Miguel García Huamán","B01LQV1YHO","Huawei Nexus 6P","3","4872.00"
"3131","2014-12-01","Adriana Rodríguez Silva","B01KBH547A","BLU Studio X8","4","4048.00"
"3132","2014-12-01","Juan Pérez Torres","B016381QZA","Samsung Galaxy J7","3","6049.50"
"3133","2014-12-01","Sofía Castro Salinas","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"3134","2014-12-01","Diego Morales López","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3135","2014-12-01","Mariana Rojas Medina","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"3136","2014-12-01","Alejandro Soto Vásquez","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3137","2014-12-01","Valentina Vega Ruiz","B00NQGP42Y","Moto G Plus","1","2376.00"
"3138","2014-12-01","Andrés Gómez Paredes","B00J0O5J4Y","Xiaomi Redmi Note 9","3","5049.00"
"3139","2014-12-01","Gabriela Huamán Castro","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"3140","2014-12-01","Eduardo Torres López","B00NQGP42Y","Moto G Plus","3","7128.00"
"3141","2014-12-01","Carla Medina Vargas","B016B7INC2","ALCATEL OneTouch","1","1020.00"
"3142","2014-12-01","Ricardo García Huerta","B016381QZA","Samsung Galaxy J7","2","4033.00"
"3143","2014-12-01","Laura Chávez Castro","B00NQGP42Y","Moto G Plus","2","4752.00"
"3144","2014-12-01","Carlos González Ruiz","B016381QZA","Samsung Galaxy J7","1","2016.50"
"3145","2014-12-01","Silvia Castro López","B018IZ0SWI","BLU Advance 5.0","12","19440.00"
"3146","2014-12-01","Juan Carlos Rodríguez Medina","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3147","2014-12-01","Luisa Fernández Vargas","B016B7INC2","ALCATEL OneTouch","1","1020.00"
"3148","2014-12-01","José Morales Huamán","B01KBH547A","BLU Studio X8","2","2024.00"
"3149","2014-12-01","Ana Paula Rojas Torres","B01KBH547A","BLU Studio X8","1","1012.00"
"3150","2014-12-01","Miguel Ángel Vega López","B01KBH547A","BLU Studio X8","1","1012.00"
"3151","2014-12-01","Carla García Castro","B015YCRYZM","ASUS ZenFone 3","1","2013.00"
"3152","2014-12-01","Eduardo Castro Ruiz","B01LQV1YHO","Huawei Nexus 6P","1","1624.00"
"3153","2014-12-01","Gabriela Ramírez Vargas","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"3154","2014-12-01","Ricardo Gómez Medina","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"3155","2014-12-01","Laura Flores Salazar","B01EYT1URO","Apple iPhone 6","2","2625.00"
"3156","2014-12-01","Juan Carlos Rodríguez Delgado","B01KBH547A","BLU Studio X8","3","3036.00"
"3157","2014-12-01","Luisa García Vásquez","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3158","2014-12-01","Ana María Castro Salinas","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"3159","2014-12-01","Ana María Castro Chávez","B01DZJFWNC","Samsung Galaxy S69","1","998.40"
"3160","2014-12-01","Laura Flores Guzmán","B01EYT1URO","Apple iPhone 6","1","1312.50"
"3161","2014-12-01","Carlos González Medina","B018IZ0SWI","BLU Advance 5.0","1","1620.00"
"3162","2014-12-01","Miguel Ángel Vega Torres","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"3163","2014-12-01","Rafaela Cáceres Castro","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3164","2014-12-01","Carla Fernández Mendoza","B01EYT1URO","Apple iPhone 6","1","1312.50"
"3165","2014-12-01","Adrián Vega Ruiz","B016381QZA","Samsung Galaxy J7","2","4033.00"
"3166","2014-12-01","Diego Morales Castro","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3167","2014-12-01","Ricardo Gómez Vargas","B01DZJFWNC","Samsung Galaxy S69","2","1996.80"
"3168","2014-12-01","Silvia Ramírez Rivera","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3169","2014-12-01","Eduardo Cáceres Salazar","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3170","2014-12-01","Juan Carlos Rodríguez Huamán","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3171","2014-12-01","Gabriela Rojas Huerta","B01KBH547A","BLU Studio X8","2","2024.00"
"3172","2014-12-02","Verónica Quispe Rodríguez","B01KBH547A","BLU Studio X8","3","3036.00"
"3173","2014-12-02","Julio Vargas López","B015YCRYZM","ASUS ZenFone 3","2","4026.00"
"3174","2014-12-02","Valentina Torres Vega","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"3175","2014-12-02","Mariana Ruiz Cruz","B016381QZA","Samsung Galaxy J7","1","2016.50"
"3176","2014-12-02","Luis Torres Medina","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3177","2014-12-02","Andrés Ramos Silva","B00NQGP42Y","Moto G Plus","2","4752.00"
"3178","2014-12-02","Ana Paula Sánchez Vargas","B00F3J4B5S","Samsung Galaxy A20","4","6900.00"
"3179","2014-12-02","Alejandro Ortega Salinas","B016381QZA","Samsung Galaxy J7","2","4033.00"
"3180","2014-12-02","Sofía Castro Valdez","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"3181","2014-12-02","Lucía Pérez Guerra","B00NQGP42Y","Moto G Plus","2","4752.00"
"3182","2014-12-02","Sebastián Salazar Peña","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"3183","2014-12-02","Carolina Espinoza Ramírez","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"3184","2014-12-02","Manuel Rojas Cárdenas","B01DZJFWNC","Samsung Galaxy S69","2","1996.80"
"3185","2014-12-02","Gabriela Navarro Gómez","B00K15Q2B0","Samsung Galaxy S5","1","2167.20"
"3186","2014-12-02","Andrés Soto Paredes","B015YCRYZM","ASUS ZenFone 3","2","4026.00"
"3187","2014-12-02","Víctor García Soto","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3188","2014-12-02","Camila Paredes Delgado","B018IZ0SWI","BLU Advance 5.0","2","3240.00"
"3189","2014-12-02","Valeria Tapia Castro","B01KBH547A","BLU Studio X8","3","3036.00"
"3190","2014-12-02","Eduardo Morales Sánchez","B018IZ0SWI","BLU Advance 5.0","23","37260.00"
"3191","2014-12-02","María Fernández Vásquez","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"3192","2014-12-02","Jorge Huamán Flores","B015YCRYZM","ASUS ZenFone 3","2","4026.00"
"3193","2014-12-02","Daniela Chávez Paredes","B016381QZA","Samsung Galaxy J7","2","4033.00"
"3194","2014-12-02","José López Ramírez","B00NQGP42Y","Moto G Plus","3","7128.00"
"3195","2014-12-02","Ana María Vargas Vega","B01EYT1URO","Apple iPhone 6","3","3937.50"
"3196","2014-12-02","Carlos Rivera Castro","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"3197","2014-12-02","Brenda Torres Sánchez","B01KBH547A","BLU Studio X8","2","2024.00"
"3198","2014-12-02","Luis González López","B016381QZA","Samsung Galaxy J7","4","8066.00"
"3199","2014-12-02","Patricia Medina Vargas","B015YCRYZM","ASUS ZenFone 3","2","4026.00"
"3200","2014-12-02","Miguel García Huamán","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"3201","2014-12-02","Adriana Rodríguez Silva","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"3202","2014-12-02","Juan Pérez Torres","B00J0O5J4Y","Xiaomi Redmi Note 9","3","5049.00"
"3203","2014-12-02","Sofía Castro Salinas","B00F3J4B5S","Samsung Galaxy A20","4","6900.00"
"3204","2014-12-02","Diego Morales López","B016381QZA","Samsung Galaxy J7","3","6049.50"
"3205","2014-12-02","Mariana Rojas Medina","B01KBH547A","BLU Studio X8","2","2024.00"
"3206","2014-12-02","Alejandro Soto Vásquez","B00K15Q2B0","Samsung Galaxy S5","3","6501.60"
"3207","2014-12-02","Valentina Vega Ruiz","B018IZ0SWI","BLU Advance 5.0","14","22680.00"
"3208","2014-12-02","Andrés Gómez Paredes","B00F3J4B5S","Samsung Galaxy A20","3","5175.00"
"3209","2014-12-02","Gabriela Huamán Castro","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"3210","2014-12-02","Eduardo Torres López","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"3211","2014-12-02","Carla Medina Vargas","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"3212","2014-12-02","Ricardo García Huerta","B01KBH547A","BLU Studio X8","20","20240.00"
"3213","2014-12-02","Laura Chávez Castro","B01DZJFWNC","Samsung Galaxy S69","3","2995.20"
"3214","2014-12-02","Carlos González Ruiz","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3215","2014-12-02","Silvia Castro López","B01LQV1YHO","Huawei Nexus 6P","2","3248.00"
"3216","2014-12-02","Juan Carlos Rodríguez Medina","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"3217","2014-12-02","Luisa Fernández Vargas","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3218","2014-12-02","José Morales Huamán","B00J0O5J4Y","Xiaomi Redmi Note 9","1","1683.00"
"3219","2014-12-02","Ana Paula Rojas Torres","B00J0O5J4Y","Xiaomi Redmi Note 9","2","3366.00"
"3220","2014-12-02","Miguel Ángel Vega López","B01KBH547A","BLU Studio X8","3","3036.00"
"3221","2014-12-02","Carla García Castro","B00J0O5J4Y","Xiaomi Redmi Note 9","2","3366.00"
"3222","2014-12-02","Eduardo Castro Ruiz","B01LQV1YHO","Huawei Nexus 6P","3","4872.00"
"3223","2014-12-02","Gabriela Ramírez Vargas","B016381QZA","Samsung Galaxy J7","25","50412.50"
"3224","2014-12-02","Ricardo Gómez Medina","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3225","2014-12-02","Laura Flores Salazar","B01KBH547A","BLU Studio X8","2","2024.00"
"3226","2014-12-02","Juan Carlos Rodríguez Delgado","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3227","2014-12-02","Luisa García Vásquez","B01KBH547A","BLU Studio X8","2","2024.00"
"3228","2014-12-02","Ana María Castro Salinas","B01EYT1URO","Apple iPhone 6","2","2625.00"
"3229","2014-12-02","Ana María Castro Chávez","B01DZJFWNC","Samsung Galaxy S69","1","998.40"
"3230","2014-12-02","Laura Flores Guzmán","B01KBH547A","BLU Studio X8","14","14168.00"
"3231","2014-12-03","Carlos González Medina","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3232","2014-12-03","Miguel Ángel Vega Torres","B00NQGP42Y","Moto G Plus","2","4752.00"
"3233","2014-12-03","Rafaela Cáceres Castro","B01DZJFWNC","Samsung Galaxy S69","1","998.40"
"3234","2014-12-03","Carla Fernández Mendoza","B01LQV1YHO","Huawei Nexus 6P","3","4872.00"
"3235","2014-12-03","Adrián Vega Ruiz","B01KBH547A","BLU Studio X8","2","2024.00"
"3236","2014-12-03","Diego Morales Castro","B00K15Q2B0","Samsung Galaxy S5","2","4334.40"
"3237","2014-12-03","Ricardo Gómez Vargas","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"3238","2014-12-03","Silvia Ramírez Rivera","B016381QZA","Samsung Galaxy J7","1","2016.50"
"3239","2014-12-03","Eduardo Cáceres Salazar","B016381QZA","Samsung Galaxy J7","1","2016.50"
"3240","2014-12-03","Juan Carlos Rodríguez Huamán","B01EYT1URO","Apple iPhone 6","1","1312.50"
"3241","2014-12-03","Gabriela Rojas Huerta","B00F3J4B5S","Samsung Galaxy A20","1","1725.00"
"3242","2014-12-03","Verónica Quispe Rodríguez","B00NQGP42Y","Moto G Plus","3","7128.00"
"3243","2014-12-03","Julio Vargas López","B01KBH547A","BLU Studio X8","2","2024.00"
"3244","2014-12-03","Valentina Torres Vega","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"3245","2014-12-03","Mariana Ruiz Cruz","B016381QZA","Samsung Galaxy J7","2","4033.00"
"3246","2014-12-03","Luis Torres Medina","B018IZ0SWI","BLU Advance 5.0","1","1620.00"
"3247","2014-12-03","Andrés Ramos Silva","B016381QZA","Samsung Galaxy J7","3","6049.50"
"3248","2014-12-03","Ana Paula Sánchez Vargas","B00J0O5J4Y","Xiaomi Redmi Note 9","1","1683.00"
"3249","2014-12-03","Alejandro Ortega Salinas","B018IZ0SWI","BLU Advance 5.0","1","1620.00"
"3250","2014-12-03","Sofía Castro Valdez","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"3251","2014-12-03","Lucía Pérez Guerra","B01DZJFWNC","Samsung Galaxy S69","2","1996.80"
"3252","2014-12-03","Sebastián Salazar Peña","B00F3J4B5S","Samsung Galaxy A20","2","3450.00"
"3253","2014-12-03","Carolina Espinoza Ramírez","B018IZ0SWI","BLU Advance 5.0","3","4860.00"
"3254","2014-12-03","Manuel Rojas Cárdenas","B01KBH547A","BLU Studio X8","1","1012.00"
